,wt1,wt2,wt3,wt4,wt5,wt6,ko1,ko2,ko3,ko4,ko5,ko6
ZIK1,235,12,52,43,14,5,69,133,51,136,143,194
ZNF530,21,71,26,46,14,10,34,55,45,46,3,40
ZNF134,588,209,516,219,46,360,553,147,384,431,220,566
ZNF211,648,374,294,100,325,610,139,511,470,12,350,2
ZSCAN4,0,2,0,0,0,0,0,2,1,1,2,1
ZNF551,25,123,120,46,38,108,219,65,291,76,254,211
ZNF154,69,123,355,191,430,555,6,430,412,908,467,1103
ZNF671,188,42,49,73,109,44,146,168,104,178,132,115
ZNF776,372,55,382,422,598,352,50,966,667,343,443,254
ZNF586,279,60,63,276,191,39,151,319,324,73,308,192
ZNF552,50,77,27,27,49,38,39,35,66,36,51,79
FKBP1AP1,1,3,0,2,2,0,2,1,0,5,0,0
ZNF587B,156,94,152,95,54,29,28,20,269,142,177,7
ZNF587,1013,525,396,443,982,552,410,1315,1605,710,1236,1785
ZNF814,249,112,200,194,191,165,223,15,253,431,381,380
ZNF417,574,288,334,394,101,145,336,490,774,548,636,593
ZNF418,306,42,442,107,173,67,91,292,581,391,84,211
ZNF256,112,153,106,32,56,112,84,170,153,294,1,162
C19orf18,14,5,7,8,16,14,23,22,25,25,15,23
ZNF606,460,378,424,525,563,120,448,427,599,205,35,462
LOC100128398,632,470,311,157,144,66,408,545,301,111,38,58
ZSCAN1,67,4,71,62,3,113,46,12,44,31,11,43
ZNF135,106,173,193,178,274,188,250,262,32,213,160,308
ZSCAN18,3188,483,536,709,18,1085,1566,1406,1759,1736,2068,2336
ZNF329,417,357,521,224,243,130,314,10,98,234,462,450
ZNF274,186,417,400,375,61,270,336,431,297,653,397,218
ZNF544,136,261,167,112,102,353,523,446,547,615,584,896
ZNF8,481,830,31,678,66,171,425,164,692,938,1070,1103
ZSCAN22,94,127,14,2,132,23,79,126,27,103,70,143
MIR6806,0,0,0,0,0,0,0,0,0,0,0,0
A1BG,1,47,73,13,50,45,24,2,43,88,52,44
A1BG-AS1,63,65,163,78,26,61,165,65,81,150,95,63
ZNF497,99,45,56,45,123,160,98,201,33,54,60,87
ZNF837,1,23,10,9,11,11,1,6,7,1,7,1
MIR4754,0,0,0,0,0,0,0,1,1,0,2,0
RPS5,1394,179,410,310,1063,284,698,570,675,462,654,190
RNF225,1,0,1,0,0,0,0,0,0,1,1,0
ZNF584,519,360,330,161,52,206,252,31,602,612,104,68
ZNF132,74,14,60,9,7,172,56,25,29,25,45,37
ZNF324B,274,318,279,206,207,1,171,278,332,550,298,516
ZNF324,54,284,237,131,348,188,45,89,390,579,594,765
ZNF446,73,146,120,155,52,228,93,245,149,151,99,275
SLC27A5,34,1,12,13,18,13,21,20,19,31,3,7
ZBTB45,183,148,73,159,147,85,18,10,156,16,1,18
TRIM28,1372,1038,2709,1162,216,326,411,1438,199,3325,2065,2830
MIR6807,0,0,0,0,0,0,0,0,2,0,0,0
CHMP2A,762,827,733,270,734,347,559,843,969,410,332,866
UBE2M,1017,565,586,609,278,542,96,574,767,355,122,661
MZF1-AS1,112,134,130,101,101,35,56,9,203,227,193,239
MZF1,545,35,505,241,402,368,27,12,336,384,43,287
CENPBD1P1,473,464,531,122,290,208,391,401,482,580,63,615
FAM110C,2,1,0,36,31,29,1,1,1,4,1,6
SH3YL1,207,206,230,544,330,306,657,72,316,926,696,747
ACP1,514,198,387,348,1120,378,692,121,232,1471,1235,1247
FAM150B,13,14,14,5,2,0,2,1,0,11,1,3
TMEM18,866,232,44,75,85,669,228,444,231,457,246,547
LINC01115,0,0,0,0,0,0,0,0,0,0,0,0
LOC101060385,0,0,0,0,0,0,0,0,1,0,0,0
SNTG2,59,4,1,4,1,12,27,53,25,10,43,4
TPO,2,0,0,0,0,0,4,0,0,0,0,1
PXDN,470,578,1828,1227,1061,1183,2580,2218,3,2724,1995,3178
MYT1L,3041,2023,1403,1474,432,1334,1588,1831,663,3233,2801,2916
MYT1L-AS1,2,8,9,1,5,1,8,9,2,1,4,14
LINC01250,16,14,6,2,2,1,1,0,10,2,13,27
TSSC1,583,177,102,200,29,456,51,264,295,191,403,131
TRAPPC12,162,837,149,131,701,549,732,15,887,389,572,964
ADI1,206,162,473,257,460,87,315,641,292,33,506,681
RNASEH1,157,296,135,293,268,465,24,451,1027,420,400,285
RNASEH1-AS1,150,17,18,22,74,26,79,120,83,74,45,44
RPS7,3964,1666,2226,1638,2326,655,418,3297,3437,2409,685,2245
COLEC11,10,13,19,2,7,6,2,8,1,2,0,4
ALLC,3,2,0,2,11,9,0,0,4,4,1,1
DCDC2C,1,1,0,0,0,0,1,0,1,0,6,5
LINC01304,0,0,0,0,0,0,0,0,0,0,0,0
LINC01249,0,0,0,0,2,1,0,0,0,0,0,0
LINC01248,1,5,5,4,0,5,3,4,2,0,7,1
SOX11,8390,5845,4931,3968,2047,1492,2433,3502,2103,866,2605,10182
LINC01105,11,6,0,7,21,28,3,11,6,13,15,12
MIR7158,0,0,0,0,0,0,0,0,0,0,0,0
LOC400940,321,55,201,71,75,100,29,42,6,12,94,197
LINC01247,0,0,0,0,0,0,0,0,0,0,0,0
LINC01246,0,0,0,0,0,0,0,0,0,0,0,0
MIR7515HG,0,0,0,0,0,0,0,1,0,0,0,0
MIR7515,0,0,0,0,0,0,0,0,0,0,0,0
LINC00487,6,2,3,0,0,0,1,1,1,0,2,2
NRIR,0,0,0,0,0,0,3,0,0,0,0,0
CMPK2,28,29,44,5,4,24,15,15,9,38,29,10
RSAD2,2,0,3,3,15,8,11,15,10,1,10,2
RNF144A-AS1,45,8,45,18,55,32,14,93,76,178,39,139
RNF144A,448,550,264,688,693,777,799,843,56,109,1340,1854
LOC101929452,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506274,6,4,4,1,1,1,5,3,8,2,1,1
LOC101929551,0,0,0,0,0,0,0,0,0,0,0,0
LINC00298,0,0,0,0,0,0,0,0,0,0,0,0
LINC00299,0,0,1,0,0,0,0,0,0,0,1,1
LOC101929567,1,4,2,4,0,2,1,0,11,0,2,0
ID2-AS1,17,5,16,35,59,18,8,4,16,23,13,21
ID2,187,136,96,485,395,454,165,357,357,189,239,211
KIDINS220,10087,1119,8209,10171,6386,627,8081,13030,7812,4444,10653,7846
MBOAT2,2350,181,2301,1376,935,827,1314,282,1506,75,1465,6
ASAP2,1679,829,91,779,1539,1399,983,1531,848,1610,251,1581
ITGB1BP1,62,191,138,203,119,6,116,52,112,300,366,126
CPSF3,135,698,241,106,516,701,371,637,305,959,252,579
IAH1,98,82,58,88,76,73,72,51,18,173,67,217
ADAM17,1422,456,77,348,764,1023,762,1084,2012,425,971,730
YWHAQ,5422,2442,6450,1553,2289,3015,2736,4240,1462,2707,5744,6887
TAF1B,42,283,95,132,78,399,283,281,115,108,223,107
GRHL1,347,152,26,217,199,231,184,115,152,301,307,265
KLF11,414,251,109,105,207,311,290,452,193,500,215,590
CYS1,38,24,20,46,13,31,36,2,19,3,5,8
RRM2,220,18,171,30,199,140,199,122,90,36,53,97
C2orf48,7,13,4,3,12,10,4,18,11,7,10,12
MIR4261,0,0,0,0,0,0,0,0,0,0,0,0
HPCAL1,533,341,429,447,67,405,56,41,120,310,179,128
ODC1,2113,1562,123,783,260,1307,232,1279,410,529,1166,263
SNORA80B,0,7,1,1,2,4,0,7,1,4,2,0
LOC101929715,3,2,5,16,19,3,6,8,4,5,32,4
NOL10,62,565,400,575,111,675,513,495,831,792,190,703
ATP6V1C2,14,3,2,19,2,4,11,3,16,10,0,3
PDIA6,528,2341,1406,496,2604,1603,347,1663,107,1990,313,2227
LOC101929733,0,0,0,0,1,0,0,1,0,0,0,0
KCNF1,8,125,68,3,91,57,69,25,6,38,29,71
FLJ33534,2,0,0,1,0,0,1,0,0,2,0,1
C2orf50,6,14,2,23,20,60,23,13,8,11,13,5
PQLC3,2,15,4,33,21,36,3,29,2,22,13,13
ROCK2,1808,2116,2578,835,1810,2036,1477,3610,1245,935,2038,1270
LINC00570,0,0,0,0,0,0,0,0,0,0,0,0
E2F6,265,85,257,191,44,240,196,434,111,288,268,27
GREB1,1056,511,981,721,136,231,80,1015,339,1515,602,671
MIR4429,0,0,0,0,0,0,0,0,0,0,0,0
NTSR2,0,0,0,0,0,0,0,1,0,0,0,0
LPIN1,1025,1099,859,146,422,453,213,1282,766,1434,1527,1198
MIR548S,0,0,0,0,0,0,0,0,1,0,1,0
MIR4262,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506457,1,1,2,2,0,1,0,0,0,0,0,0
MIR3681,0,0,0,0,0,0,0,0,0,0,0,0
TRIB2,5558,1027,2086,3712,1432,2962,426,3564,874,5821,1021,4594
MIR3125,6,12,11,9,19,17,21,0,6,23,38,54
LOC100506474,2,11,12,15,13,4,0,3,5,5,6,1
LINC00276,0,4,2,0,1,1,0,6,6,0,1,0
FAM84A,775,94,387,681,487,368,348,978,38,86,1277,1618
LOC653602,8,2,33,6,40,54,29,71,88,146,46,138
NBAS,4864,3136,1385,826,1014,445,1763,2382,3185,79,208,3390
DDX1,937,624,885,1154,1294,104,338,404,389,2372,1144,2278
LOC101926966,0,0,0,0,0,0,0,0,0,6,0,0
MYCNUT,0,0,0,0,0,0,0,0,0,0,0,0
MYCNOS,1,2,2,8,8,4,1,6,1,0,4,1
MYCN,774,1010,359,315,24,118,573,699,140,163,479,709
GACAT3,0,0,0,0,0,0,0,0,0,1,0,2
FAM49A,340,124,652,329,188,91,987,1340,133,1333,1319,31
RAD51AP2,34,29,28,11,14,4,27,2,6,66,45,63
VSNL1,1237,836,1122,1588,744,255,162,796,758,238,5,636
SMC6,602,518,644,250,1320,1013,649,1312,1100,1108,851,481
GEN1,91,36,62,34,90,101,2,14,40,78,23,129
MSGN1,0,0,0,0,0,0,0,0,0,0,0,0
KCNS3,2,24,6,20,4,23,6,7,13,13,1,0
RDH14,3,8,15,5,5,20,7,13,17,10,5,11
NT5C1B-RDH14,0,0,0,0,0,0,0,0,0,0,0,0
NT5C1B,0,0,0,0,0,0,0,0,0,0,0,0
MIR4757,0,0,0,0,0,0,0,0,0,0,0,0
OSR1,0,2,0,35,0,1,0,2,0,0,6,0
LINC00954,2,3,4,6,0,1,2,6,5,1,3,4
TTC32,115,19,93,42,29,21,36,101,58,61,85,55
WDR35,398,190,259,585,593,923,283,424,144,772,92,164
LOC101928222,18,19,2,21,13,15,5,3,21,3,5,25
MATN3,1,5,2,5,3,0,3,6,0,3,2,8
LAPTM4A,316,370,151,539,338,22,328,291,495,471,480,313
SDC1,59,50,109,74,63,9,74,34,60,143,143,152
PUM2,1380,3312,2225,1004,1419,1281,646,1023,2713,2020,549,656
RHOB,603,193,814,255,225,574,138,826,1186,999,767,883
HS1BP3-IT1,14,1,4,2,2,3,0,3,4,1,2,0
HS1BP3,94,73,183,6,195,82,14,42,0,179,187,97
GDF7,20,18,42,4,10,2,0,0,1,3,0,2
LDAH,292,318,54,384,332,443,140,491,132,141,395,287
APOB,2,2,0,1,1,2,1,2,5,2,1,8
TDRD15,0,0,0,0,1,0,0,0,0,0,0,0
LOC645949,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723362,0,0,0,0,0,0,0,0,0,0,0,0
KLHL29,177,111,65,168,15,67,367,141,393,459,418,521
ATAD2B,413,3,550,124,79,803,988,1202,1370,40,16,382
UBXN2A,796,155,430,388,259,393,418,464,338,133,229,52
MFSD2B,6,12,5,4,0,0,1,2,14,8,7,1
C2orf44,317,12,137,156,83,283,126,186,214,113,7,23
FKBP1B,216,205,112,24,139,44,80,152,156,206,132,159
SF3B6,388,309,65,77,39,87,254,303,174,3,88,253
FAM228B,18,83,73,213,72,212,79,278,298,281,43,385
TP53I3,13,57,13,88,15,7,36,76,30,19,77,125
PFN4,35,46,16,20,12,50,19,7,28,32,21,65
FAM228A,48,37,10,34,36,62,41,52,13,48,26,4
ITSN2,607,614,78,768,204,879,742,5,886,1012,611,959
NCOA1,2235,2265,2215,3008,826,2931,3207,1027,3216,2852,174,2750
PTRHD1,3,36,30,30,43,45,5,18,15,25,32,5
CENPO,28,306,46,335,332,141,302,277,390,70,28,425
ADCY3,533,267,190,440,20,201,445,356,431,250,137,869
DNAJC27,430,401,394,221,276,321,168,197,345,324,71,355
DNAJC27-AS1,139,205,101,133,149,188,28,243,64,244,119,229
EFR3B,3081,334,2012,1781,1938,2449,1514,2353,1637,647,145,2394
POMC,1,0,0,0,0,0,2,0,0,0,0,0
DNMT3A,1017,3176,862,2184,294,1254,1416,3214,1448,481,294,908
MIR1301,0,0,0,0,0,0,0,0,0,1,0,0
DTNB,36,525,261,301,172,25,509,401,380,308,416,824
ASXL2,1523,656,1072,1238,423,1270,357,275,1510,834,83,1420
KIF3C,1754,1371,2427,732,2620,2040,189,3134,2635,2012,1378,4471
RAB10,2846,624,984,2133,2852,1738,2253,3348,863,1518,1878,2902
GAREML,2441,1335,732,1338,32,1171,312,447,414,21,1129,581
HADHA,2229,977,1632,88,1937,1796,1532,1272,2423,1905,1272,2192
HADHB,173,140,699,572,580,136,440,700,118,37,214,80
ADGRF3,38,9,9,8,21,22,10,22,2,23,72,78
EPT1,1145,405,1085,1162,1135,730,1009,308,164,881,314,651
DRC1,381,379,41,283,360,263,49,295,602,236,7,147
OTOF,2,22,1,65,86,100,5,5,42,2,4,21
C2orf70,1,0,0,0,5,20,0,1,0,1,1,0
CIB4,1,0,2,0,3,2,0,0,1,0,2,3
KCNK3,131,336,442,307,8,243,33,151,118,352,20,416
SLC35F6,33,176,54,444,194,635,92,346,616,1090,880,53
CENPA,14,24,6,12,17,47,61,12,8,6,33,39
DPYSL5,3642,4290,4563,3933,1263,363,234,7784,346,2579,2260,4957
MAPRE3,1497,1290,266,934,318,1355,1545,1489,716,993,918,1811
TMEM214,110,61,411,197,169,155,299,210,309,55,368,531
AGBL5-AS1,0,1,0,0,5,0,1,0,1,0,0,0
AGBL5,641,513,751,639,413,4,691,721,138,742,106,999
OST4,272,264,38,4,165,59,111,251,281,313,42,369
EMILIN1,0,3,0,95,84,64,11,14,19,16,43,3
KHK,75,33,95,19,48,2,6,91,63,123,12,61
CGREF1,133,80,47,39,44,67,56,120,233,178,25,121
ABHD1,1,2,0,1,8,5,7,2,9,1,13,11
PREB,664,246,24,90,300,279,73,434,20,578,232,935
PRR30,0,0,0,0,0,0,0,0,0,0,0,0
TCF23,0,0,0,0,0,0,0,0,0,0,0,1
SLC5A6,125,131,116,100,25,143,181,190,204,180,35,132
ATRAID,700,57,519,251,278,1,24,85,349,63,157,18
CAD,10,914,1274,380,901,1228,175,1400,212,197,1510,2216
SLC30A3,33,2,8,2,5,0,1,3,3,1,2,1
DNAJC5G,4,1,13,1,5,0,6,5,1,2,1,1
TRIM54,6,1,18,2,8,7,3,1,2,1,2,2
UCN,5,6,21,9,1,6,8,6,7,5,14,3
MPV17,146,122,266,135,156,167,174,228,179,18,147,200
GTF3C2,361,290,36,402,15,224,172,53,128,218,246,450
GTF3C2-AS1,0,0,1,0,1,2,0,7,1,0,0,0
EIF2B4,425,569,271,24,290,507,295,683,539,305,665,251
SNX17,467,84,497,257,188,602,484,686,14,727,109,508
ZNF513,478,65,367,119,261,46,85,395,219,148,27,255
PPM1G,2232,1675,1606,671,1172,1612,584,2323,1007,2085,1668,724
FTH1P3,8,8,6,5,6,1,9,26,17,16,12,15
NRBP1,1792,41,1830,1514,214,1259,842,569,2094,679,1018,264
KRTCAP3,9,17,14,7,1,14,12,27,40,32,1,25
IFT172,1242,312,879,1086,554,312,290,852,1303,21,1375,433
FNDC4,395,132,109,163,344,192,302,392,73,105,322,150
GCKR,2,12,7,10,4,20,8,11,14,12,8,2
C2orf16,7,1,3,5,10,5,3,8,11,4,16,1
ZNF512,2586,952,763,1794,49,1581,269,3175,2765,2317,1280,2320
CCDC121,181,58,58,60,30,181,10,142,87,102,34,82
GPN1,366,163,106,248,203,351,45,410,502,500,81,235
SUPT7L,59,673,373,1240,730,1608,710,229,717,1121,1669,277
SLC4A1AP,377,114,476,112,606,196,203,681,481,502,17,294
MRPL33,62,45,89,36,32,59,36,68,28,90,35,7
RBKS,12,4,11,3,1,0,7,4,3,4,4,6
BRE-AS1,4,6,1,0,0,1,2,0,0,1,1,8
BRE,170,85,172,50,87,94,99,131,112,175,46,130
MIR4263,1,0,0,1,0,0,0,0,1,0,0,0
LOC100505736,2,0,0,1,0,0,0,0,0,0,0,1
LOC100505716,0,1,0,0,0,0,0,0,1,0,0,0
FLJ31356,1,0,5,0,0,1,0,0,0,0,0,0
FOSL2,96,104,8,210,18,223,66,105,192,12,176,163
PLB1,12,13,7,2,2,33,73,6,15,47,22,31
PPP1CB,9057,3951,3581,3790,6733,3100,5607,7288,2648,5731,3867,4175
SPDYA,0,0,0,1,1,0,0,2,1,0,0,4
TRMT61B,5,56,233,193,155,130,166,358,351,52,368,82
WDR43,1181,809,1228,282,728,1307,525,705,1822,1269,372,206
SNORD92,2,2,1,0,0,2,0,3,1,4,1,3
SNORD53,4,2,0,0,0,0,3,4,2,2,3,0
FAM179A,1,4,6,3,5,8,1,6,8,1,0,0
C2orf71,0,4,0,0,3,0,1,1,0,0,0,0
CLIP4,257,78,106,49,282,398,312,376,107,165,145,46
ALK,441,432,177,5,391,246,170,168,348,554,526,475
YPEL5,213,1045,1198,685,547,708,153,912,1314,1261,884,1237
LBH,1539,1279,693,490,832,703,58,689,1113,269,889,2012
LOC285043,0,0,0,0,0,2,0,0,0,0,1,0
LCLAT1,163,212,280,449,125,226,305,305,342,182,32,415
CAPN13,1,0,0,0,0,0,0,2,0,0,0,1
GALNT14,84,15,67,32,40,35,31,31,43,4,37,20
CAPN14,28,23,6,15,3,3,0,5,7,42,47,58
EHD3,1173,344,1098,305,417,250,280,1096,685,1013,28,222
XDH,15,66,31,9,3,24,7,8,11,20,19,21
SRD5A2,1,0,1,0,2,5,0,0,0,0,0,0
MEMO1,67,207,32,213,95,86,116,184,51,96,313,206
DPY30,28,59,295,310,84,223,43,271,512,256,70,465
SPAST,1840,816,1088,213,129,118,1287,256,985,544,1575,1213
SLC30A6,313,184,136,282,236,209,296,363,547,610,79,211
NLRC4,0,0,0,0,0,0,1,0,0,0,2,1
YIPF4,185,323,290,115,178,9,274,269,122,200,492,173
BIRC6,8665,2983,5338,1646,497,442,1351,3237,9310,7411,7556,927
MIR558,0,0,1,0,0,0,2,0,2,0,0,1
BIRC6-AS2,1,0,0,0,0,1,0,0,0,0,1,0
TTC27,315,93,270,191,141,46,286,22,157,400,226,15
MIR4765,0,0,0,0,0,0,0,0,0,0,0,0
LINC00486,0,0,0,0,1,1,7,4,0,0,0,1
LOC100271832,0,0,0,0,0,0,3,1,0,2,1,0
LTBP1,11,268,579,284,217,246,146,475,173,186,379,64
MIR4430,0,0,0,0,0,0,0,0,0,0,0,0
RASGRP3,7,24,21,18,5,28,1,3,5,1,1,1
FAM98A,84,252,362,125,82,105,219,113,504,46,300,309
LINC01317,0,0,0,0,0,0,0,0,1,0,1,0
MYADML,0,0,0,0,0,0,0,0,0,0,0,0
LINC01320,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AD,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288911,1,8,24,6,7,16,1,18,4,13,16,23
CRIM1,677,36,632,231,877,909,192,550,187,804,887,890
FEZ2,507,60,265,717,723,286,491,347,150,436,138,887
VIT,0,0,0,0,0,0,0,0,0,0,0,1
STRN,1590,960,1215,63,731,1380,94,468,685,314,1779,1334
HEATR5B,409,492,329,267,433,1180,1037,1228,96,1129,1124,592
GPATCH11,0,1230,875,536,303,186,837,869,419,177,444,1154
EIF2AK2,637,694,462,336,1726,317,1099,1560,890,444,145,72
SULT6B1,0,0,0,0,0,0,0,1,0,0,0,0
CEBPZOS,613,127,480,8,315,669,279,328,522,83,417,244
CEBPZ,1055,1043,1438,684,415,849,104,495,129,1947,305,737
NDUFAF7,456,201,277,283,296,166,74,58,406,203,287,38
PRKD3,402,796,617,181,29,709,359,303,262,27,42,169
QPCT,4,32,17,7,7,11,1,20,64,18,18,5
CDC42EP3,196,313,36,332,407,211,72,118,684,669,311,1170
LINC00211,0,0,0,0,0,0,0,0,0,1,0,0
RMDN2,73,12,22,28,6,34,21,63,78,72,34,28
RMDN2-AS1,0,0,0,2,0,0,0,0,0,0,0,0
CYP1B1,22,12,5,781,950,308,0,10,4,0,3,1
CYP1B1-AS1,1,0,0,2,4,3,0,6,2,1,0,0
ATL2,179,173,496,272,409,242,144,951,1374,118,1004,625
LOC101929596,1,0,0,0,1,0,0,1,1,0,3,0
HNRNPLL,153,415,528,290,388,154,218,579,628,905,740,944
GALM,17,41,20,87,59,110,27,80,55,17,62,88
SRSF7,84,5,776,658,664,919,369,840,176,1214,223,202
GEMIN6,90,62,72,21,21,4,2,8,78,102,83,18
DHX57,963,109,666,422,999,189,169,267,736,1360,827,182
MORN2,133,43,31,56,141,60,6,3,27,88,57,51
ARHGEF33,52,51,35,16,52,29,15,18,6,43,74,110
LOC375196,0,0,0,0,3,0,4,1,1,1,1,0
SOS1,2281,1548,739,390,22,1775,1567,1597,2340,2736,3376,2874
CDKL4,10,2,4,2,10,9,1,17,4,12,8,29
MAP4K3,1551,946,731,474,1053,631,903,911,297,1590,522,545
LOC728730,13,199,172,94,157,227,9,115,271,159,124,195
TMEM178A,188,19,70,50,190,76,142,8,280,69,78,29
THUMPD2,34,239,204,69,152,24,197,132,182,198,2,64
SLC8A1-AS1,0,0,0,0,0,0,0,0,0,0,2,0
SLC8A1,1709,2661,1444,2408,260,2896,2301,2329,2349,2440,2333,1036
LOC388942,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929723,0,0,0,1,0,7,0,0,0,0,0,0
C2orf91,0,3,0,1,0,1,0,0,2,0,0,0
PKDCC,79,50,123,9,112,55,113,46,126,92,223,178
LOC102723824,0,0,0,0,0,0,1,0,0,0,0,0
EML4,117,295,459,638,1023,1032,903,1036,894,44,1273,575
COX7A2L,869,299,747,362,912,550,450,633,343,939,172,1157
KCNG3,3,6,4,8,6,15,13,7,4,0,1,5
MTA3,898,77,266,405,746,218,582,1054,834,482,362,11
OXER1,1,1,0,0,1,1,0,0,0,0,0,0
HAAO,5,0,0,5,2,0,0,0,0,2,1,0
LOC102723854,0,4,4,1,1,0,2,5,9,1,3,1
ZFP36L2,2,274,271,583,254,580,382,434,460,204,244,219
LINC01126,27,47,21,28,2,18,3,26,20,17,3,45
THADA,661,686,474,205,637,43,380,260,628,391,669,779
PLEKHH2,39,24,76,196,105,27,24,61,148,40,82,92
C1GALT1C1L,2,1,2,0,0,0,0,0,0,0,0,1
DYNC2LI1,236,410,648,509,679,114,381,202,488,273,60,132
ABCG5,0,0,0,0,0,0,0,0,0,1,0,3
ABCG8,10,0,0,3,0,0,2,1,4,1,1,8
LRPPRC,2898,1648,1349,2250,1580,974,898,85,2952,3892,3564,4048
PPM1B,371,73,804,575,394,552,494,963,940,388,572,1466
SLC3A1,23,7,1,0,2,10,5,2,20,1,3,0
PREPL,737,3073,4062,3118,273,3426,3305,1391,4636,5334,3108,2847
CAMKMT,46,67,28,2,4,52,32,102,6,83,75,106
SIX3-AS1,0,7,1,4,1,3,0,0,0,0,0,0
SIX3,31,14,19,2,43,62,1,0,2,0,0,0
SIX2,0,0,0,0,0,0,0,0,0,2,0,0
LINC01121,0,0,0,0,0,0,0,0,0,0,0,0
SRBD1,192,541,407,351,527,310,441,196,269,319,230,212
PRKCE,1531,1429,625,962,425,469,458,1257,1205,1950,1531,1193
EPAS1,1,2,10,3,134,6,81,2,6,17,112,324
LOC101805491,0,0,0,0,0,0,0,0,0,0,0,0
TMEM247,0,0,0,0,0,0,0,0,0,0,2,0
ATP6V1E2,39,31,25,13,63,41,43,19,53,56,54,36
RHOQ,294,643,664,329,681,776,75,561,447,640,894,940
LOC100506142,4,1,15,1,1,1,15,1,13,8,0,2
PIGF,195,164,141,42,55,188,43,79,87,41,37,221
CRIPT,534,128,645,9,339,544,476,216,632,664,124,1000
SOCS5,253,97,104,249,411,26,246,178,403,402,279,426
LINC01118,1,0,4,1,1,0,1,0,1,1,5,2
LINC01119,3,0,5,4,2,4,4,4,2,1,0,0
MCFD2,2050,809,153,597,687,768,815,270,2897,1583,1816,683
TTC7A,541,259,307,143,228,239,79,337,127,25,540,611
C2orf61,9,3,3,4,2,9,4,12,1,4,0,18
CALM2,3756,12439,5590,1226,17967,18869,3674,745,12475,5348,10991,6686
LOC101927043,100,83,123,69,48,33,57,59,10,4,96,92
BCYRN1,45,46,14,43,50,6,1,39,7,11,89,38
EPCAM,11,8,6,44,34,28,11,14,10,25,38,22
MIR559,0,0,0,0,0,0,0,0,1,0,0,0
MSH2,858,349,363,220,227,709,444,361,504,833,518,327
KCNK12,14,13,17,13,3,7,20,24,18,12,10,2
HCG2040054,0,1,3,2,1,4,11,6,3,12,4,3
MSH6,3137,2337,1624,295,843,341,72,42,1189,618,101,1549
FBXO11,39,1500,4832,283,3019,4097,1728,1619,1327,2136,3569,5582
FOXN2,512,200,171,386,394,388,242,278,102,262,81,546
PPP1R21,1120,242,158,173,141,552,819,681,920,729,1023,1243
STON1-GTF2A1L,5,4,6,8,11,14,15,2,11,4,15,22
STON1,585,383,146,221,210,338,269,350,201,31,308,502
GTF2A1L,0,0,0,0,0,0,0,0,2,0,0,0
LHCGR,3,1,1,2,2,0,0,1,5,0,2,2
FSHR,4,3,1,0,0,1,0,0,0,1,0,0
MIR548BA,0,0,0,0,0,0,0,0,0,0,0,0
NRXN1,5141,226,382,368,1769,722,2783,893,2944,3221,2674,1862
MIR8485,0,1,1,0,2,1,0,0,3,1,0,3
MIR4431,0,0,0,0,0,0,0,0,0,0,0,0
ASB3,1,27,9,5,7,12,26,29,18,11,14,18
GPR75-ASB3,0,0,0,0,0,0,0,0,0,0,0,0
CHAC2,10,8,1,20,20,20,20,2,17,7,2,31
ERLEC1,818,186,1085,414,723,886,300,936,828,448,965,129
MIR3682,0,2,0,0,0,0,0,3,0,0,0,0
GPR75,15,19,8,14,2,31,26,32,50,44,62,59
PSME4,575,1568,252,98,1523,1008,1071,1146,720,1880,1817,1251
ACYP2,37,57,70,22,47,59,30,33,32,7,0,44
TSPYL6,0,0,0,1,0,3,1,1,2,3,6,2
C2orf73,1,24,6,40,13,28,21,10,10,20,3,26
SPTBN1,6307,20987,3417,14416,4072,1118,19191,28214,6957,21342,16411,19147
RPL23AP32,23,25,2,2,23,24,11,15,16,47,38,60
EML6,137,241,529,303,406,14,351,366,26,1132,692,324
RTN4,14832,4014,12336,12941,15610,9333,7544,17512,5152,16702,12124,248
CLHC1,285,386,122,257,43,413,456,531,230,33,113,436
RPS27A,155,267,544,93,625,656,318,12,233,376,572,583
MTIF2,453,371,303,162,135,205,80,50,380,451,13,17
PRORSD1P,25,17,13,3,8,11,9,4,34,6,5,9
CCDC88A,567,4387,837,2489,5646,5217,4312,3814,68,1484,1326,3890
CFAP36,307,640,407,517,182,780,12,350,980,934,845,1231
PPP4R3B,98,135,1074,865,330,1906,1405,1231,1303,2601,1367,1023
PNPT1,501,44,340,86,433,183,137,231,246,37,536,373
EFEMP1,22,41,28,29,24,20,24,130,72,42,49,4
MIR217HG,4,2,7,2,2,2,0,1,1,0,0,7
MIR217,1,0,0,0,0,0,0,0,0,0,0,0
MIR216A,0,0,0,0,0,0,0,0,0,0,0,0
MIR216B,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129434,1,1,1,4,3,10,2,6,17,1,0,3
CCDC85A,121,293,202,251,20,329,7,332,319,129,273,267
VRK2,32,25,7,26,1,31,19,24,12,18,13,17
FANCL,27,171,167,78,58,168,78,55,105,255,6,216
LINC01122,33,16,126,7,111,20,76,203,65,12,100,129
LOC101927285,0,0,2,1,0,5,1,0,0,1,1,0
